lines_modified,complexity,author_type_Bot,author_type_Junior,author_type_Senior,file_type_java,file_type_py,file_type_xml,churn,num_authors,bug_fix_proximity,target
395.0,9.127494628791288,0.0,1.0,0.0,0.0,0.0,1.0,23,3,13,1
249.3690851735016,2.482264427571519,1.0,0.0,0.0,0.0,0.0,1.0,74,4,326,0
144.0,5.776319540915472,0.0,1.0,0.0,0.0,0.0,1.0,71,4,39,0
97.0,1.6551331742797382,1.0,0.0,0.0,0.0,1.0,0.0,35,4,52,0
201.0,0.3387916024659498,0.0,0.0,1.0,1.0,0.0,0.0,37,5,221,0
124.0,3.114731711327574,1.0,0.0,0.0,0.0,0.0,1.0,83,10,169,0
187.0,7.804957075460877,0.0,1.0,0.0,1.0,0.0,0.0,98,5,126,0
326.0,2.775871726294181,0.0,0.0,1.0,1.0,0.0,0.0,88,10,105,0
464.0,2.2009721408109706,1.0,0.0,0.0,0.0,0.0,1.0,98,3,174,0
349.0,2.126807843412263,1.0,0.0,0.0,0.0,0.0,1.0,24,10,89,0
259.0,5.151736824068126,1.0,0.0,0.0,1.0,0.0,0.0,92,2,189,0
148.0,9.755413156827563,0.0,1.0,0.0,0.0,0.0,1.0,17,10,136,0
252.0,4.58988988017013,0.0,1.0,0.0,1.0,0.0,0.0,81,2,255,0
443.0,5.573053688900479,1.0,0.0,0.0,1.0,0.0,0.0,65,3,208,0
420.0,8.606320178907339,0.0,0.0,1.0,0.0,0.0,1.0,53,5,248,0
403.0,5.350697189336586,0.0,0.0,1.0,0.0,1.0,0.0,34,9,111,0
346.0,1.844628714188561,0.0,1.0,0.0,0.0,0.0,1.0,79,8,361,1
451.0,2.9959591176647704,0.0,0.0,1.0,0.0,1.0,0.0,60,4,310,0
147.0,3.099369262686109,0.0,1.0,0.0,1.0,0.0,0.0,40,8,128,0
148.0,3.973181154575979,1.0,0.0,0.0,1.0,0.0,0.0,99,4,111,0
352.0,4.267889053367494,0.0,1.0,0.0,0.0,1.0,0.0,32,3,148,0
199.0,7.997820220742694,0.0,1.0,0.0,1.0,0.0,0.0,67,2,34,0
308.0,3.49386999049333,1.0,0.0,0.0,0.0,1.0,0.0,32,4,28,0
489.0,4.682318284413793,0.0,0.0,1.0,0.0,1.0,0.0,13,4,125,0
417.0,6.249759870510523,0.0,1.0,0.0,1.0,0.0,0.0,20,2,224,0
424.0,3.777259474401693,0.0,1.0,0.0,0.0,1.0,0.0,47,9,325,0
128.0,8.36564813292333,1.0,0.0,0.0,0.0,0.0,1.0,19,4,142,0
39.0,5.874536042340743,0.0,0.0,1.0,0.0,0.0,1.0,7,2,27,0
338.0,2.9404467922097157,0.0,1.0,0.0,1.0,0.0,0.0,6,4,290,0
360.0,7.140591997898282,1.0,0.0,0.0,1.0,0.0,0.0,66,9,322,0
129.0,5.2764773014478585,0.0,1.0,0.0,0.0,1.0,0.0,16,1,211,0
267.0,5.344558912572469,1.0,0.0,0.0,0.0,1.0,0.0,32,3,228,0
476.0,4.810879483875859,0.0,0.0,1.0,0.0,1.0,0.0,47,1,62,0
441.0,4.9701194882124895,0.0,0.0,1.0,0.0,1.0,0.0,75,2,247,0
473.0,7.6535628106624065,0.0,0.0,1.0,0.0,0.0,1.0,58,2,203,0
434.0,1.0298147933131552,0.0,0.0,1.0,0.0,0.0,1.0,85,5,58,0
151.0,3.3436281131048218,0.0,1.0,0.0,1.0,0.0,0.0,21,4,90,0
415.0,0.7550336380388922,0.0,1.0,0.0,0.0,1.0,0.0,29,2,24,0
478.0,7.5324622074745085,0.0,1.0,0.0,0.0,1.0,0.0,37,4,287,0
298.0,2.723018547202994,0.0,0.0,1.0,1.0,0.0,0.0,50,4,364,0
99.0,8.974304098188842,0.0,0.0,1.0,0.0,1.0,0.0,53,4,186,0
263.0,5.265784666592937,0.0,1.0,0.0,0.0,1.0,0.0,7,8,292,0
252.0,8.007497714861211,0.0,0.0,1.0,0.0,1.0,0.0,26,3,146,0
144.0,9.789314356159611,0.0,0.0,1.0,0.0,1.0,0.0,26,7,187,0
346.0,8.397888594565705,0.0,0.0,1.0,0.0,1.0,0.0,97,7,182,0
112.0,8.669937600115235,1.0,0.0,0.0,1.0,0.0,0.0,20,10,108,0
60.0,4.079844953648447,0.0,0.0,1.0,0.0,1.0,0.0,29,10,328,0
369.0,5.517225952593398,1.0,0.0,0.0,1.0,0.0,0.0,96,9,179,0
2.0,2.538885640433043,1.0,0.0,0.0,0.0,1.0,0.0,27,10,348,0
385.0,1.961130996934528,0.0,0.0,1.0,0.0,0.0,1.0,63,5,15,0
304.0,5.055078791060338,1.0,0.0,0.0,0.0,0.0,1.0,96,9,94,0
254.0,5.950489797004206,0.0,0.0,1.0,0.0,0.0,1.0,68,10,158,0
140.0,3.3927124589619098,0.0,1.0,0.0,0.0,0.0,1.0,60,4,257,0
453.0,5.694435177635003,0.0,1.0,0.0,1.0,0.0,0.0,47,2,48,0
37.0,8.87460482513503,0.0,1.0,0.0,1.0,0.0,0.0,18,7,57,0
160.0,5.567215847833661,0.0,1.0,0.0,0.0,1.0,0.0,3,6,41,0
9.0,7.208130963105066,1.0,0.0,0.0,0.0,0.0,1.0,34,9,73,1
233.0,8.053149673579052,0.0,0.0,1.0,1.0,0.0,0.0,63,3,264,0
99.0,9.887287819554428,0.0,0.0,1.0,0.0,1.0,0.0,48,5,271,0
249.3690851735016,6.031974021769796,0.0,0.0,1.0,0.0,1.0,0.0,16,2,9,0
304.0,8.06850148962586,0.0,1.0,0.0,1.0,0.0,0.0,43,3,273,0
208.0,9.626493185548746,0.0,1.0,0.0,0.0,0.0,1.0,91,3,306,0
131.0,9.444097255772734,0.0,0.0,1.0,0.0,1.0,0.0,29,10,289,0
404.0,1.4108184877771357,0.0,1.0,0.0,0.0,0.0,1.0,92,2,258,0
152.0,4.06392308273522,0.0,1.0,0.0,0.0,0.0,1.0,45,1,13,0
54.0,3.239900611067996,0.0,0.0,1.0,0.0,0.0,1.0,5,8,333,0
120.0,0.8692501495034932,0.0,0.0,1.0,0.0,1.0,0.0,98,4,75,0
161.0,6.332407749109605,0.0,0.0,1.0,0.0,0.0,1.0,36,5,363,0
408.0,7.359046131960023,0.0,0.0,1.0,0.0,1.0,0.0,23,1,259,1
116.0,8.481280954668835,0.0,0.0,1.0,0.0,0.0,1.0,92,6,128,0
249.3690851735016,1.227768896627085,0.0,0.0,1.0,0.0,1.0,0.0,45,6,258,0
113.0,8.764440758752938,0.0,1.0,0.0,0.0,0.0,1.0,52,4,186,1
456.0,6.429255636142532,0.0,0.0,1.0,1.0,0.0,0.0,94,5,79,0
420.0,7.039461351385095,0.0,0.0,1.0,0.0,0.0,1.0,98,7,201,1
422.0,9.10624003540304,0.0,1.0,0.0,0.0,0.0,1.0,59,1,14,0
104.0,6.247612710432511,0.0,1.0,0.0,0.0,1.0,0.0,96,3,333,0
249.3690851735016,3.358658571498351,0.0,1.0,0.0,0.0,1.0,0.0,62,5,55,0
254.0,8.251073314226598,0.0,0.0,1.0,0.0,0.0,1.0,84,3,261,0
227.0,3.6305921219509054,1.0,0.0,0.0,1.0,0.0,0.0,31,5,228,0
112.0,0.3422811082052912,1.0,0.0,0.0,1.0,0.0,0.0,86,8,12,1
473.0,8.306545065652497,0.0,1.0,0.0,0.0,1.0,0.0,32,8,205,0
99.0,3.451921448812756,1.0,0.0,0.0,1.0,0.0,0.0,66,10,318,0
153.0,7.738345232013403,0.0,1.0,0.0,0.0,0.0,1.0,17,3,330,0
349.0,3.627578946659455,0.0,0.0,1.0,0.0,1.0,0.0,24,9,155,0
402.0,8.610680199747216,1.0,0.0,0.0,0.0,0.0,1.0,94,4,364,0
384.0,2.195105250809587,0.0,0.0,1.0,0.0,1.0,0.0,53,8,89,0
366.0,9.7454726519887,1.0,0.0,0.0,0.0,1.0,0.0,57,8,193,0
338.0,7.797587747880308,0.0,0.0,1.0,0.0,1.0,0.0,66,2,267,0
194.0,1.1423792592039683,1.0,0.0,0.0,0.0,1.0,0.0,45,9,98,0
310.0,5.657766199665605,0.0,1.0,0.0,1.0,0.0,0.0,23,1,95,0
163.0,9.853673122417346,0.0,0.0,1.0,0.0,0.0,1.0,31,7,96,0
208.0,4.710654526938144,1.0,0.0,0.0,0.0,0.0,1.0,46,4,17,0
445.0,1.8210713882158325,0.0,0.0,1.0,0.0,0.0,1.0,85,3,140,0
169.0,4.8477836715034615,0.0,0.0,1.0,0.0,1.0,0.0,22,1,255,0
484.0,5.124576558819216,0.0,0.0,1.0,1.0,0.0,0.0,65,10,152,0
161.0,7.416869442286655,1.0,0.0,0.0,0.0,0.0,1.0,26,8,44,0
68.0,6.988458531609044,1.0,0.0,0.0,1.0,0.0,0.0,1,6,253,0
289.0,4.025500435969805,0.0,0.0,1.0,0.0,1.0,0.0,89,1,218,0
398.0,2.180231074940865,0.0,0.0,1.0,0.0,0.0,1.0,16,8,166,0
277.0,6.450541677693295,1.0,0.0,0.0,1.0,0.0,0.0,32,6,17,0
304.0,4.217039345532818,1.0,0.0,0.0,0.0,1.0,0.0,8,2,264,0
404.0,1.322762111253304,0.0,0.0,1.0,1.0,0.0,0.0,42,1,359,0
384.0,9.005723012363857,0.0,0.0,1.0,0.0,0.0,1.0,47,1,321,0
392.0,6.912218576096544,0.0,0.0,1.0,0.0,0.0,1.0,38,9,249,0
135.0,6.831838564454814,0.0,1.0,0.0,0.0,1.0,0.0,92,7,276,0
195.0,8.225838759116739,1.0,0.0,0.0,0.0,1.0,0.0,41,6,147,0
401.0,5.2966167865508105,0.0,1.0,0.0,0.0,1.0,0.0,25,7,339,0
128.0,8.150544284024571,1.0,0.0,0.0,1.0,0.0,0.0,98,7,156,0
33.0,4.980907535110058,1.0,0.0,0.0,1.0,0.0,0.0,49,3,4,0
176.0,0.6717539991571009,1.0,0.0,0.0,1.0,0.0,0.0,24,7,263,0
460.0,4.052480880276887,1.0,0.0,0.0,0.0,1.0,0.0,23,8,171,0
249.3690851735016,4.9746489397989055,1.0,0.0,0.0,0.0,0.0,1.0,12,6,217,0
371.0,7.202025816322958,0.0,1.0,0.0,0.0,0.0,1.0,59,6,168,0
470.0,1.0657873012867436,1.0,0.0,0.0,1.0,0.0,0.0,6,1,310,0
375.0,1.40018538660449,0.0,1.0,0.0,1.0,0.0,0.0,56,3,275,1
22.0,2.6368380263461644,0.0,0.0,1.0,0.0,0.0,1.0,35,2,26,0
238.0,2.664983933708822,0.0,0.0,1.0,0.0,0.0,1.0,44,5,360,0
249.3690851735016,7.321845784590623,0.0,1.0,0.0,1.0,0.0,0.0,19,1,240,1
38.0,2.5073066056159776,0.0,1.0,0.0,1.0,0.0,0.0,64,8,337,0
230.0,6.330980633574476,0.0,1.0,0.0,0.0,0.0,1.0,7,8,32,1
365.0,4.942738501382714,0.0,1.0,0.0,0.0,1.0,0.0,15,1,65,0
51.0,5.732943781794006,1.0,0.0,0.0,1.0,0.0,0.0,13,2,210,0
438.0,8.381069631782958,0.0,0.0,1.0,0.0,0.0,1.0,75,7,304,0
264.0,4.043815015490243,1.0,0.0,0.0,0.0,0.0,1.0,86,6,324,0
283.0,7.709113770642705,0.0,0.0,1.0,0.0,0.0,1.0,14,10,72,0
27.0,4.2203605955068735,0.0,0.0,1.0,0.0,0.0,1.0,91,5,336,0
226.0,3.5387137656124947,0.0,1.0,0.0,0.0,1.0,0.0,97,2,124,0
277.0,9.586271773132204,1.0,0.0,0.0,0.0,0.0,1.0,65,2,92,0
286.0,1.843709206789632,0.0,1.0,0.0,1.0,0.0,0.0,31,10,293,0
97.0,0.9033696057760788,1.0,0.0,0.0,0.0,1.0,0.0,86,8,351,0
284.0,7.709859255354785,0.0,0.0,1.0,0.0,0.0,1.0,62,2,92,1
367.0,0.6824970535409158,0.0,1.0,0.0,0.0,1.0,0.0,85,10,30,0
448.0,8.370789907030293,0.0,1.0,0.0,1.0,0.0,0.0,50,4,319,0
481.0,4.371933963572436,0.0,0.0,1.0,0.0,0.0,1.0,24,2,84,0
453.0,9.15513677291914,0.0,0.0,1.0,1.0,0.0,0.0,57,2,60,0
317.0,7.215328611219056,0.0,1.0,0.0,0.0,0.0,1.0,62,9,140,0
304.0,6.104046670079576,0.0,1.0,0.0,0.0,0.0,1.0,61,4,318,0
147.0,9.493067970577656,1.0,0.0,0.0,0.0,0.0,1.0,21,3,325,0
4.0,3.966493730520543,0.0,1.0,0.0,0.0,0.0,1.0,57,3,12,0
35.0,9.54086936539633,1.0,0.0,0.0,0.0,0.0,1.0,57,4,355,0
192.0,1.350012774212069,0.0,1.0,0.0,0.0,1.0,0.0,85,6,149,0
49.0,4.837549419324128,0.0,1.0,0.0,0.0,0.0,1.0,48,2,194,0
17.0,2.699112223921949,0.0,1.0,0.0,0.0,0.0,1.0,51,5,210,0
172.0,5.398427789081934,1.0,0.0,0.0,0.0,1.0,0.0,41,9,326,0
220.0,1.620138778915846,0.0,1.0,0.0,0.0,1.0,0.0,69,1,111,0
158.0,8.415296603100433,0.0,1.0,0.0,0.0,1.0,0.0,14,7,65,0
249.3690851735016,8.464078493145573,0.0,0.0,1.0,0.0,1.0,0.0,53,3,184,0
46.0,9.55236312723479,0.0,0.0,1.0,0.0,1.0,0.0,59,3,312,0
373.0,1.5467214088323622,1.0,0.0,0.0,0.0,1.0,0.0,100,3,132,0
6.0,6.233325509049907,0.0,1.0,0.0,0.0,0.0,1.0,96,2,31,0
99.0,4.742373087003696,1.0,0.0,0.0,0.0,0.0,1.0,7,2,268,0
380.0,3.4438373204423325,0.0,1.0,0.0,1.0,0.0,0.0,52,2,7,0
233.0,3.515401611342188,1.0,0.0,0.0,0.0,0.0,1.0,59,10,72,0
37.0,4.127935506067523,0.0,0.0,1.0,0.0,0.0,1.0,4,7,321,0
280.0,7.049255496889531,0.0,1.0,0.0,0.0,1.0,0.0,67,6,349,0
349.0,5.982860582681546,1.0,0.0,0.0,0.0,1.0,0.0,5,10,345,0
497.0,4.596815127611311,0.0,0.0,1.0,0.0,0.0,1.0,95,9,169,0
302.0,0.7593341036962209,0.0,0.0,1.0,1.0,0.0,0.0,93,3,154,0
181.0,0.7776534407895708,1.0,0.0,0.0,0.0,1.0,0.0,46,2,361,0
95.0,0.0233939062577825,0.0,1.0,0.0,0.0,0.0,1.0,98,10,240,0
99.0,9.676993882070864,0.0,1.0,0.0,0.0,0.0,1.0,54,7,322,0
188.0,0.0525381855838491,0.0,0.0,1.0,1.0,0.0,0.0,39,2,300,0
481.0,1.0309374601374488,0.0,1.0,0.0,1.0,0.0,0.0,51,9,51,0
116.0,3.145965568094109,0.0,1.0,0.0,0.0,1.0,0.0,15,5,197,0
191.0,8.074302518167611,0.0,1.0,0.0,1.0,0.0,0.0,12,5,213,0
253.0,9.620987857641175,0.0,0.0,1.0,0.0,0.0,1.0,29,8,115,0
469.0,7.900135587918561,1.0,0.0,0.0,0.0,0.0,1.0,18,6,91,0
416.0,6.905602324456406,0.0,1.0,0.0,1.0,0.0,0.0,16,3,241,0
471.0,5.213006674135694,0.0,0.0,1.0,1.0,0.0,0.0,62,2,184,0
161.0,0.8670521186218361,0.0,0.0,1.0,1.0,0.0,0.0,18,9,234,0
256.0,9.581707930039304,1.0,0.0,0.0,1.0,0.0,0.0,91,5,160,0
323.0,7.583924139456815,0.0,1.0,0.0,0.0,1.0,0.0,57,9,249,0
128.0,6.389493853342618,0.0,1.0,0.0,1.0,0.0,0.0,54,4,260,0
18.0,7.590358455388499,1.0,0.0,0.0,0.0,1.0,0.0,89,3,16,0
281.0,7.241033292731386,1.0,0.0,0.0,0.0,0.0,1.0,100,9,278,0
249.3690851735016,6.372315797894869,0.0,0.0,1.0,1.0,0.0,0.0,89,4,93,0
223.0,9.805768001799882,0.0,0.0,1.0,0.0,1.0,0.0,61,6,318,0
54.0,9.03363812636025,1.0,0.0,0.0,1.0,0.0,0.0,22,10,168,1
58.0,6.4666491911716335,0.0,1.0,0.0,0.0,0.0,1.0,8,9,60,0
323.0,6.931752114569248,0.0,0.0,1.0,0.0,0.0,1.0,11,4,296,0
360.0,0.5159580665871,0.0,0.0,1.0,0.0,0.0,1.0,0,8,358,0
174.0,6.699174645500392,0.0,1.0,0.0,1.0,0.0,0.0,57,2,295,0
280.0,0.4416543771010017,0.0,1.0,0.0,1.0,0.0,0.0,0,9,112,0
114.0,5.882637569699311,0.0,1.0,0.0,0.0,1.0,0.0,33,7,30,0
288.0,9.993534995658347,0.0,1.0,0.0,0.0,0.0,1.0,95,6,282,0
431.0,5.558065814371797,0.0,1.0,0.0,1.0,0.0,0.0,47,5,220,0
342.0,4.732101180813334,1.0,0.0,0.0,0.0,0.0,1.0,88,3,244,0
151.0,3.1285485650558758,1.0,0.0,0.0,0.0,0.0,1.0,0,10,150,0
450.0,1.2052257878646444,1.0,0.0,0.0,0.0,1.0,0.0,15,9,4,0
127.0,7.310236714582816,0.0,1.0,0.0,0.0,1.0,0.0,60,2,341,0
155.0,1.9259902778563045,0.0,1.0,0.0,0.0,1.0,0.0,63,2,280,0
490.0,1.1528202124728435,1.0,0.0,0.0,0.0,1.0,0.0,62,7,360,0
249.3690851735016,4.2176265973051255,0.0,1.0,0.0,0.0,0.0,1.0,68,1,75,0
474.0,7.953418379590974,0.0,1.0,0.0,0.0,1.0,0.0,21,10,333,0
273.0,7.450645481202204,0.0,0.0,1.0,0.0,1.0,0.0,92,1,287,1
104.0,0.5488261464647493,0.0,0.0,1.0,0.0,1.0,0.0,66,10,33,0
417.0,4.551436850361561,0.0,1.0,0.0,0.0,1.0,0.0,75,4,195,0
393.0,5.22434576071169,0.0,1.0,0.0,0.0,0.0,1.0,25,7,361,0
299.0,6.445466506258222,0.0,0.0,1.0,0.0,1.0,0.0,15,5,242,0
246.0,6.501673504432281,0.0,0.0,1.0,0.0,0.0,1.0,50,4,170,0
176.0,3.646972494573059,1.0,0.0,0.0,1.0,0.0,0.0,100,3,115,0
39.0,5.60677194003514,1.0,0.0,0.0,0.0,0.0,1.0,85,1,216,0
477.0,4.810618838440864,0.0,1.0,0.0,0.0,0.0,1.0,56,2,277,0
170.0,8.849983565232812,1.0,0.0,0.0,0.0,1.0,0.0,28,6,162,0
247.0,5.302651326349002,1.0,0.0,0.0,1.0,0.0,0.0,77,4,314,0
26.0,4.410321617481616,1.0,0.0,0.0,1.0,0.0,0.0,91,8,320,0
355.0,4.044854496818507,1.0,0.0,0.0,1.0,0.0,0.0,68,5,54,0
306.0,5.724277594334657,0.0,0.0,1.0,1.0,0.0,0.0,46,6,242,0
409.0,8.039769794008976,0.0,1.0,0.0,0.0,0.0,1.0,93,4,215,0
408.0,5.384014903807875,1.0,0.0,0.0,1.0,0.0,0.0,61,8,34,0
13.0,6.616551750805416,0.0,0.0,1.0,0.0,0.0,1.0,68,7,12,0
316.0,7.37855766906525,0.0,0.0,1.0,0.0,0.0,1.0,75,7,121,0
391.0,5.201681098787319,0.0,0.0,1.0,0.0,0.0,1.0,15,3,79,0
313.0,4.268170566548644,1.0,0.0,0.0,1.0,0.0,0.0,89,9,269,0
36.0,8.766653778624494,1.0,0.0,0.0,0.0,1.0,0.0,89,6,69,0
173.0,4.175060840278921,0.0,1.0,0.0,0.0,1.0,0.0,47,8,161,0
20.0,4.619428505755876,1.0,0.0,0.0,1.0,0.0,0.0,84,1,151,0
321.0,9.903413133417772,1.0,0.0,0.0,0.0,1.0,0.0,38,7,343,0
264.0,0.0023752357588457,0.0,0.0,1.0,0.0,1.0,0.0,99,4,144,1
494.0,1.854729095767225,0.0,1.0,0.0,0.0,0.0,1.0,32,8,273,0
400.0,3.8396388991972574,1.0,0.0,0.0,0.0,0.0,1.0,93,1,259,1
142.0,9.325899094252527,1.0,0.0,0.0,1.0,0.0,0.0,100,3,45,1
460.0,0.7002970574747103,0.0,1.0,0.0,1.0,0.0,0.0,22,8,312,0
371.0,0.0948543362849807,0.0,0.0,1.0,0.0,1.0,0.0,9,5,133,0
471.0,0.5268383597722859,1.0,0.0,0.0,0.0,0.0,1.0,68,4,302,0
143.0,0.8854341061361815,0.0,1.0,0.0,1.0,0.0,0.0,99,3,150,0
92.0,0.3759677320626087,0.0,1.0,0.0,1.0,0.0,0.0,33,5,101,0
354.0,4.797813268565047,0.0,0.0,1.0,1.0,0.0,0.0,51,6,63,0
322.0,5.8075720722732775,0.0,0.0,1.0,1.0,0.0,0.0,94,8,27,0
288.0,2.716869710690041,1.0,0.0,0.0,1.0,0.0,0.0,9,3,113,1
215.0,3.982873839756356,0.0,0.0,1.0,1.0,0.0,0.0,18,7,48,0
447.0,0.9169933511143014,1.0,0.0,0.0,0.0,1.0,0.0,57,10,130,0
342.0,3.3637046382842204,0.0,1.0,0.0,0.0,0.0,1.0,95,6,130,0
51.0,5.225191916345231,0.0,1.0,0.0,0.0,0.0,1.0,0,7,16,0
153.0,7.3227180718464515,1.0,0.0,0.0,1.0,0.0,0.0,68,1,26,0
186.0,0.0334636204297922,0.0,0.0,1.0,0.0,0.0,1.0,3,10,77,0
63.0,4.673107665376525,0.0,1.0,0.0,0.0,0.0,1.0,15,6,24,0
190.0,2.970028764548822,0.0,0.0,1.0,0.0,0.0,1.0,23,7,56,0
125.0,8.528218216919013,0.0,1.0,0.0,1.0,0.0,0.0,79,1,30,1
150.0,7.15553315234242,1.0,0.0,0.0,1.0,0.0,0.0,1,1,103,0
314.0,5.891085344708948,1.0,0.0,0.0,0.0,0.0,1.0,91,9,159,0
58.0,2.772656456967736,1.0,0.0,0.0,0.0,0.0,1.0,31,6,224,0
342.0,9.103391020575344,0.0,1.0,0.0,1.0,0.0,0.0,90,1,349,0
305.0,0.4510067722032318,0.0,0.0,1.0,0.0,1.0,0.0,83,3,163,0
180.0,1.0946759867911515,0.0,0.0,1.0,0.0,0.0,1.0,23,3,263,1
249.3690851735016,3.91630140540356,0.0,0.0,1.0,0.0,1.0,0.0,11,5,302,0
326.0,1.2443755729685635,0.0,1.0,0.0,0.0,0.0,1.0,49,8,285,0
271.0,9.56415697559425,0.0,1.0,0.0,0.0,1.0,0.0,34,8,353,0
54.0,7.979893221433834,0.0,1.0,0.0,0.0,1.0,0.0,32,9,110,0
491.0,2.5898265160181366,0.0,1.0,0.0,0.0,1.0,0.0,32,6,134,0
444.0,5.885542289732454,0.0,1.0,0.0,1.0,0.0,0.0,60,1,207,0
101.0,9.823305150800817,0.0,0.0,1.0,0.0,1.0,0.0,50,2,95,0
481.0,8.841989781315029,0.0,1.0,0.0,0.0,1.0,0.0,42,2,268,0
264.0,6.00798446442198,0.0,1.0,0.0,0.0,1.0,0.0,100,2,2,0
53.0,9.037239671752705,0.0,0.0,1.0,0.0,0.0,1.0,11,2,232,0
60.0,9.891849098133587,0.0,1.0,0.0,0.0,1.0,0.0,66,2,195,0
492.0,7.433528228936241,0.0,0.0,1.0,0.0,0.0,1.0,64,10,313,0
108.0,0.6498640948289403,0.0,0.0,1.0,0.0,1.0,0.0,32,10,69,0
5.0,4.015802364254874,1.0,0.0,0.0,0.0,1.0,0.0,39,6,109,0
103.0,8.378257352832454,1.0,0.0,0.0,1.0,0.0,0.0,73,2,42,0
249.3690851735016,2.30569195805019,1.0,0.0,0.0,0.0,0.0,1.0,42,9,176,0
262.0,8.306425177506245,1.0,0.0,0.0,0.0,1.0,0.0,43,1,349,0
365.0,1.2033876203499594,0.0,1.0,0.0,0.0,0.0,1.0,28,1,220,0
480.0,0.46945357147813,1.0,0.0,0.0,0.0,0.0,1.0,12,6,102,0
372.0,3.840906114912496,0.0,0.0,1.0,1.0,0.0,0.0,11,8,160,0
350.0,0.3673193742661362,0.0,1.0,0.0,1.0,0.0,0.0,94,9,21,1
47.0,9.572702629833255,1.0,0.0,0.0,1.0,0.0,0.0,45,9,329,0
355.0,8.26205695793966,0.0,0.0,1.0,1.0,0.0,0.0,1,3,305,1
311.0,8.007696871298752,0.0,1.0,0.0,1.0,0.0,0.0,34,5,365,0
424.0,6.297779229961531,0.0,1.0,0.0,1.0,0.0,0.0,86,8,156,0
308.0,2.163240230365535,1.0,0.0,0.0,1.0,0.0,0.0,80,1,220,0
249.3690851735016,5.182603666763922,0.0,1.0,0.0,1.0,0.0,0.0,89,7,138,0
269.0,5.97274072430341,0.0,0.0,1.0,0.0,1.0,0.0,7,6,274,1
370.0,5.250315008602682,0.0,1.0,0.0,0.0,0.0,1.0,92,3,45,0
124.0,2.602333679515273,0.0,0.0,1.0,1.0,0.0,0.0,25,6,165,0
106.0,5.152479243147258,0.0,1.0,0.0,1.0,0.0,0.0,73,2,338,0
158.0,4.911863408686266,1.0,0.0,0.0,0.0,0.0,1.0,89,5,214,1
147.0,9.963357758067245,0.0,0.0,1.0,0.0,1.0,0.0,33,2,349,0
145.0,8.974361480462038,0.0,1.0,0.0,0.0,0.0,1.0,6,8,76,0
120.0,4.633807482156199,0.0,1.0,0.0,0.0,0.0,1.0,67,10,322,0
319.0,6.229373829351187,0.0,1.0,0.0,1.0,0.0,0.0,57,3,43,0
275.0,7.478716040922285,0.0,0.0,1.0,0.0,0.0,1.0,74,5,295,0
92.0,0.3486516023382491,0.0,0.0,1.0,0.0,0.0,1.0,28,10,9,0
58.0,8.9492144122784,0.0,0.0,1.0,1.0,0.0,0.0,35,10,70,0
439.0,8.601268164179238,1.0,0.0,0.0,1.0,0.0,0.0,88,4,351,0
346.0,4.574320977737073,1.0,0.0,0.0,1.0,0.0,0.0,20,3,89,0
229.0,3.9116976608037977,0.0,0.0,1.0,1.0,0.0,0.0,35,4,188,1
474.0,2.7295937485631496,0.0,1.0,0.0,0.0,0.0,1.0,9,4,105,0
117.0,4.766768283303684,1.0,0.0,0.0,0.0,0.0,1.0,100,2,161,0
318.0,0.4437666353323677,0.0,0.0,1.0,0.0,1.0,0.0,72,1,305,0
279.0,8.521935333470077,0.0,1.0,0.0,0.0,1.0,0.0,23,7,93,0
127.0,0.3542236841854507,1.0,0.0,0.0,0.0,0.0,1.0,63,3,317,0
393.0,3.29051365369871,0.0,1.0,0.0,0.0,1.0,0.0,98,2,219,0
396.0,9.315894883189898,0.0,1.0,0.0,0.0,0.0,1.0,48,3,265,0
129.0,7.352126545234528,0.0,1.0,0.0,0.0,1.0,0.0,98,1,338,1
58.0,2.813909605775268,0.0,1.0,0.0,1.0,0.0,0.0,35,3,321,0
122.0,2.526490939608851,0.0,1.0,0.0,0.0,1.0,0.0,81,5,34,1
1.0,0.0508213981802596,1.0,0.0,0.0,1.0,0.0,0.0,95,5,361,0
249.3690851735016,6.957142928497502,1.0,0.0,0.0,1.0,0.0,0.0,23,4,55,0
290.0,0.4878358167317309,0.0,0.0,1.0,1.0,0.0,0.0,22,8,87,0
96.0,5.326025194007621,1.0,0.0,0.0,1.0,0.0,0.0,61,7,211,0
126.0,9.621219725920495,0.0,1.0,0.0,0.0,1.0,0.0,95,4,292,0
118.0,1.0946886005445389,1.0,0.0,0.0,0.0,0.0,1.0,36,2,84,0
48.0,8.944799309680674,0.0,1.0,0.0,1.0,0.0,0.0,11,8,305,0
89.0,9.914753351450482,0.0,0.0,1.0,0.0,1.0,0.0,54,5,199,0
488.0,0.6151702623923505,0.0,1.0,0.0,1.0,0.0,0.0,12,2,4,0
237.0,8.829062691374613,0.0,1.0,0.0,0.0,1.0,0.0,22,5,59,0
373.0,5.160790204436166,0.0,1.0,0.0,0.0,1.0,0.0,88,4,301,0
385.0,9.0651371944458,0.0,1.0,0.0,0.0,1.0,0.0,98,2,106,1
272.0,5.713189419195741,1.0,0.0,0.0,0.0,0.0,1.0,29,3,151,0
189.0,6.621120101065646,1.0,0.0,0.0,0.0,1.0,0.0,16,7,279,0
487.0,5.437789079973992,0.0,0.0,1.0,0.0,1.0,0.0,61,6,17,0
192.0,8.644928803073485,0.0,1.0,0.0,0.0,0.0,1.0,83,4,152,0
